date,startup,vertical,subvertical,city,investors,round,amount,Remarks,month
2020-01-09,BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,1832.0,,1.0
2020-01-09,Mamaearth,E-commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,168.1671576,,1.0
2020-01-02,https://www.wealthbucket.in/,FinTech,Online Investment,New Delhi,Vinod Khatumal,Pre-series A,27.48,,1.0
2020-01-02,Fashor,Fashion and Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,16.488,,1.0
2020-01-10,Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,Ant Financial,Private Equity Round,1374.0,,1.0
2019-12-12,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,54.96,,12.0
2019-12-06,CarDekho,E-Commerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,641.2,,12.0
2019-12-03,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,458.0,,12.0
2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,458.0,,12.0
2019-11-12,SuperGaming,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,11.908,,11.0
2019-11-11,eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,2.748,,11.0
2019-10-04,Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,412.19999999999993,,10.0
2019-10-02,Udaan,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,5358.6,,10.0
2019-09-05,FPL Technologies,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,41.22,,9.0
2019-09-04,Cashflo,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,30.228,,9.0
2019-09-04,Digital F5,"Advertising, Marketing",Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,54.96,,9.0
2019-09-04,3rdFlix,SaaS,Education Technology,Hyderabad,Exfinity Venture Partners,pre-series A,45.8,,9.0
2019-09-04,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,164.88,,9.0
2019-09-04,Myelin Foundry,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,9.16,,9.0
2019-09-04,Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,91.6,,9.0
2019-09-04,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,4122.0,,9.0
2019-09-03,Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Ventures",Series A,45.8,,9.0
2019-08-01,CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,183.2,,8.0
2019-08-01,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,45.8,,8.0
2019-08-01,MyPetrolPump,Retail,Fuel Delivery,Bengaluru,undisclosed,Seed Funding Round,14.656,,8.0
2019-08-01,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,1282.4,,8.0
2019-08-01,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,348.8128,,8.0
2019-08-12,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,1145.0,,8.0
2019-07-02,RenewBuy,Finance,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,174.04,,7.0
2019-07-02,Atlan,Information Technology,Big Data,Singapore,WaterBridge Ventures,Pre-Series A,22.9,,7.0
2019-07-01,WizCounsel,Compliance,Consulting,New Delhi,Kapil Dev,Angel,1.3282,,7.0
2019-07-03,Ola Cabs,Transport,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,9.16,,7.0
2019-07-01,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,348.8128,,7.0
2019-07-04,Daalchini Technologies,Food and Beverage,Digital Vending Machine,New Delhi,Artha Venture,Seed Round,4.58,,7.0
2019-07-10,"""BYJU\\'S""",EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,1374.0,,7.0
2019-07-11,Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,549.6,,7.0
2019-07-10,Ezyhaul,Tech,Logistics,Singapore,Undisclosed,Series B,146.56,,7.0
2019-07-10,Indus OS,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,52.669999999999995,,7.0
2019-07-10,HealthAssure,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,22.9,,7.0
2019-07-09,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,9.16,,7.0
2019-07-08,Board Infinity,EdTech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,2.9275818,,7.0
2019-06-05,NoBroker,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,467.16,,6.0
2019-06-04,Bira91,Food and Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,91.6,,6.0
2019-06-03,Avail Finance,Finance,FinTech,Bengaluru,Matrix Partners,Series A,82.44,,6.0
2019-06-04,BharatPe,Finance,FinTech,New Delhi,Insight Partners,Series B,687.0,,6.0
2019-06-04,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,238.16,,6.0
2019-06-03,Agara Labs,Deep-Tech,Artificial Intelligence,Bengaluru,Blume Ventures and RTP Global,pre-Series A,22.9,,6.0
2019-06-06,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,238.16,,6.0
2019-06-10,Bolo App,Digital Media,Video Platform,Bengaluru,Nexus Venture Partners,Seed Funding,3.940632,,6.0
2019-06-10,OkCredit,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,141.98,,6.0
2019-06-06,Biz2Credit,FinTech,Online Lending Platform,New York,WestBridge Capital,Series B,476.32,,6.0
2019-06-08,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,32.82944,,6.0
2019-06-04,Leegality,Services,Digital Documentation,Mumbai/Bengaluru,Mumbai Angels,Series A,31.144,,6.0
2019-05-06,Ola Electric,Transport,Cabs,Bengaluru,Tata Sons,Series A,0.0,,5.0
2019-05-06,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,7.956376,,5.0
2019-05-05,StyleDotMe,E-commerce,Fashion and Shopping,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,0.0,,5.0
2019-05-01,BlackBuck,Transport,Logistics,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,1374.0,,5.0
2019-05-02,Zenoti,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,458.0,,5.0
2019-04-12,Medlife,E-commerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,155.72,,4.0
2019-04-10,Kabadiwala,E-commerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,3.9448914,,4.0
2019-04-12,Azah,Health and Wellness,Organic wellness,Gurugram,Unnamed angel investors,Seed Funding,1.832,,4.0
2019-04-11,Setu,Fintech,Banking,Bengaluru,Lightspeed India Partners,Seed Funding,32.06,,4.0
2019-04-10,Toppr,Edtech,E-learning,Mumbai,Milestone,Debt and Preference capital,57.8987112,,4.0
2019-04-10,Craftsvilla,E-commerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,22.3824142,,4.0
2019-04-10,Unacademy,Edtech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,2.81212,,4.0
2019-04-11,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,238.16,,4.0
2019-02-01,FleetX,AI,Logistics,Gurgaon,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Pre Series A,0.0,,2.0
2019-02-08,Zilingo,Ecommerce,Fashion & Apparel,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,2070.16,,2.0
2019-01-03,CarDekho,Automobile,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,1007.6,,1.0
2019-01-04,Vyome Therapeutics Inc.,Health and Wellness,Specialty pharmaceutical,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,201.51999999999998,,1.0
2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,45.8,,1.0
2018-12-04,Manch,Social Media,Hyperlocal Content,Delhi,Stellaris Venture Partners,Seed Funding,6.411999999999999,,12.0
2018-12-01,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,458.0,,12.0
2018-12-02,Guiddoo,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A,7.328,,12.0
2018-12-02,Career Anna,Online Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A,5.23952,,12.0
2018-12-04,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,1.30988,,12.0
2018-12-06,ShopKirana,B2B,eCommerce,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,18.32,,12.0
2018-12-06,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,32.06,,12.0
2018-11-01,GoDesi,Food and Beverage,Regional Flavours,Bengaluru,Lead Angels Network,Seed/ Angel Funding,1.2731942,,11.0
2018-11-03,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,254.63884,,11.0
2018-11-06,Meesho,Ecommerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,458.0,,11.0
2018-11-08,Mobile Premier League,Gaming,Mobile e-Sports,Bengaluru,Undisclosed,Series A,4.58,,11.0
2018-11-08,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity,9.16,,11.0
2018-11-12,Blackbuck,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,9.16,,11.0
2018-11-12,MilkBAsket,Food,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,11.908,,11.0
2018-10-01,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,0.0,,10.0
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,100.75999999999999,,10.0
2018-10-04,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,75.112,,10.0
2018-10-05,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,27.48,,10.0
2018-10-11,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,36.64,,10.0
2018-10-12,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,134.4688,,10.0
2018-10-12,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,109.92,,10.0
2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,320.6,,9.0
2018-09-03,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,2061.0,,9.0
2018-09-03,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,58.5324,,9.0
2018-09-04,3HCare,Healthcare,Healthcare Service Provider,Delhi,undisclosed,Seed / Angel Funding,9.16,,9.0
2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,0.0,,9.0
2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,1439.952,,9.0
2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,0.0,,9.0
2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,916.0,,9.0
2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,36.64,,9.0
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,293.12,,9.0
2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,50.379999999999995,,9.0
2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,45.8,,9.0
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,274.8,,9.0
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,3.664,,8.0
2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,0.0,,8.0
2018-08-02,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,64.12,,8.0
2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,1.0992,,8.0
2018-08-07,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,undisclosed,Seed/ Angel Funding,9.16,,8.0
2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,320.6,,8.0
2018-08-07,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,91.6,,8.0
2018-08-08,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,36.64,,8.0
2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,111.752,,8.0
2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,604.56,,8.0
2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,27.48,,8.0
2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,9.16,,8.0
2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0,,7.0
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,9.16,,7.0
2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,36.64,,7.0
2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,57.25,,7.0
2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,253.732,,7.0
2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,4.0304,,7.0
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,10.076,,7.0
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,4.00292,,7.0
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0,,7.0
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,45.8,,7.0
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,45.8,,7.0
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,22.9,,7.0
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,1.6487999999999998,,7.0
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,4.58,,7.0
2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,91.6,,6.0
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,1.145,,6.0
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0,,6.0
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0.0,,6.0
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,0.0,,6.0
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,210.67999999999998,,6.0
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,105.33999999999999,,6.0
2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,196.93999999999997,,6.0
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0,,6.0
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,135.568,,6.0
2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,92.516,,6.0
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,27.48,,6.0
2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,4.122,,5.0
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,201.51999999999998,,5.0
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,22.9,,5.0
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,undisclosed,Seed / Angel Funding,2.061,,5.0
2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,9.16,,5.0
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,8.69284,,5.0
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,18.32,,4.0
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,2.817616,,4.0
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0.0,,4.0
2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,undisclosed,Seed / Angel Funding,11.908,,4.0
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,503.8,,4.0
2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,1.374,,4.0
2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,91.6,,4.0
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,25.647999999999996,,4.0
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,9.16,,4.0
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0.0,,4.0
2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,undisclosed,Seed / Angel Funding,0.4226424,,4.0
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.0,,4.0
2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,109.92,,4.0
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,9.16,,4.0
2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,42.136,,4.0
2018-03-01,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0,,3.0
2018-03-01,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,27.48,,3.0
2018-03-01,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,109.92,,3.0
2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,2.29,,3.0
2018-03-04,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,9.16,,3.0
2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,19.236,,3.0
2018-03-05,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,91.6,,3.0
2018-03-05,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,54.96,,3.0
2018-03-05,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,45.8,,3.0
2018-03-04,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,10.076,,3.0
2018-03-06,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,88.852,,3.0
2018-03-06,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,69.616,,3.0
2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,351.744,,3.0
2018-03-08,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,9.16,,3.0
2018-03-12,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,9.16,,3.0
2018-02-01,BigBasket,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,2748.0,,2.0
2018-02-01,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,1832.0,,2.0
2018-02-05,Pratilipi,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,39.388,,2.0
2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,192.35999999999999,,2.0
2018-02-05,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,18.32,,2.0
2018-02-06,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,0.0,,2.0
2018-02-06,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,28.396,,2.0
2018-02-07,Swiggy,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,916.0,,2.0
2018-02-08,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,916.0,,2.0
2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,458.0,,2.0
2018-02-09,healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,109.92,,2.0
